City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
99,La Ronge,CA,55.1001,-105.2842,70.05,37,40,10.36,scattered clouds
100,Mataura,NZ,-46.1927,168.8643,47.48,99,100,2.26,overcast clouds
101,Dikson,RU,73.5069,80.5464,41.16,96,88,12.41,overcast clouds
102,Bridgwater,GB,51.1284,-3.0036,66.52,76,100,4.76,overcast clouds
103,Carutapera,BR,-1.195,-46.02,78.62,79,49,7.63,scattered clouds
104,Mar Del Plata,AR,-38.0023,-57.5575,52.09,60,100,8.01,mist
105,Thompson,CA,55.7435,-97.8558,60.96,72,100,11.5,overcast clouds
106,Victoria,HK,22.2855,114.1577,86.32,81,0,5.01,clear sky
107,Kavaratti,IN,10.5669,72.642,80.82,80,100,21.09,overcast clouds
108,Port Alfred,ZA,-33.5906,26.891,64.09,71,99,7.76,overcast clouds
109,Sioux Lookout,CA,50.1001,-91.917,57.27,94,100,10.36,overcast clouds
110,Oneonta,US,42.4529,-75.0638,83.3,63,100,6.46,overcast clouds
111,Torbay,CA,47.6666,-52.7314,74.17,83,40,16.11,scattered clouds
112,Salalah,OM,17.0151,54.0924,75.52,92,99,7.78,overcast clouds
113,Shelburne,CA,44.0787,-80.2041,77.45,71,81,11.39,broken clouds
114,San Patricio,US,28.017,-97.5169,94.17,44,100,14.7,overcast clouds
115,Veisiejai,LT,54.1,23.7,54.05,87,21,1.43,few clouds
116,Hualmay,PE,-11.0964,-77.6139,65.35,75,18,13.71,few clouds
117,Westport,US,41.1415,-73.3579,86.09,60,100,1.99,overcast clouds
118,Pombia,IT,45.653,8.6336,80.4,64,0,2.3,clear sky
119,Cidreira,BR,-30.1811,-50.2056,60.57,86,73,7.54,broken clouds
120,Peleduy,RU,59.6289,112.7406,64.99,98,45,0.54,light rain
121,Waingapu,ID,-9.6567,120.2641,75.58,84,14,15.3,few clouds
122,Ciechocinek,PL,52.8791,18.7951,60.57,83,21,5.39,few clouds
123,Bilibino,RU,68.0546,166.4372,44.38,64,100,2.51,overcast clouds
124,Alofi,NU,-19.0595,-169.9187,75.09,83,75,9.22,broken clouds
125,Oranjestad,AW,12.524,-70.027,82.35,78,20,11.5,few clouds
126,Yuanping,CN,38.7153,112.7575,58.98,92,0,2.01,clear sky
127,Waddan,LY,29.1614,16.139,86.0,18,0,11.12,clear sky
128,Ojinaga,MX,29.5667,-104.4167,100.58,34,0,6.91,clear sky
129,Panjab,AF,34.388,67.0233,60.48,38,0,5.06,clear sky
130,Merauke,ID,-8.4667,140.3333,76.86,85,100,16.04,overcast clouds
131,Praia,CV,14.9215,-23.5087,81.14,83,40,8.05,scattered clouds
132,Kahului,US,20.8947,-156.47,84.97,72,2,15.01,clear sky
133,Sinnamary,GF,5.3833,-52.95,80.28,82,75,5.57,broken clouds
134,East London,ZA,-33.0153,27.9116,64.71,73,92,3.65,overcast clouds
135,Santa Maria,BR,-29.6842,-53.8069,74.5,73,0,4.61,clear sky
136,Palmer,US,42.1584,-72.3287,85.55,45,100,1.01,overcast clouds
137,Malangali,TZ,-8.5667,34.85,58.8,72,29,13.22,scattered clouds
138,Altay,CN,47.8667,88.1167,62.17,46,0,4.7,clear sky
139,Acari,PE,-15.4311,-74.6158,66.18,73,59,8.41,broken clouds
140,Sindou,BF,10.6667,-5.1667,76.41,80,80,5.59,broken clouds
141,Japura,ID,-0.3167,102.35,74.75,96,91,1.95,overcast clouds
142,Hovd,MN,48.0056,91.6419,58.55,45,100,2.06,overcast clouds
143,Acarau,BR,-2.8856,-40.12,79.41,77,72,16.33,broken clouds
144,Garissa,KE,-0.4536,39.6401,72.43,75,85,17.13,overcast clouds
145,Inuvik,CA,68.3499,-133.7218,57.72,45,100,17.47,overcast clouds
146,Dovolnoye,RU,54.4958,79.6671,65.53,67,3,6.35,clear sky
147,Batagay-Alyta,RU,67.8006,130.4114,69.01,61,66,1.72,broken clouds
148,General Roca,AR,-39.0333,-67.5833,59.63,46,2,17.38,clear sky
149,Ponta Do Sol,PT,32.6667,-17.1,73.71,80,0,7.11,clear sky
150,Piacabucu,BR,-10.4056,-36.4344,72.91,79,80,7.54,broken clouds
151,Dalby,AU,-27.1833,151.2667,41.41,82,80,5.48,broken clouds
152,Adjumani,UG,3.3779,31.7909,66.99,92,85,0.92,overcast clouds
153,Panaba,MX,21.2833,-88.2667,79.12,82,91,11.59,moderate rain
154,Nishihara,JP,26.1842,127.7558,81.68,89,1,8.05,light rain
155,Nanakuli,US,21.3906,-158.1547,84.11,60,94,13.4,overcast clouds
156,Moose Factory,CA,51.2585,-80.6094,61.86,97,100,7.4,light rain
157,Saskylakh,RU,71.9167,114.0833,63.12,85,100,11.65,overcast clouds
158,Zhezkazgan,KZ,47.8043,67.7144,73.67,47,0,7.76,clear sky
159,Kaitangata,NZ,-46.2817,169.8464,44.22,95,100,5.23,light rain
160,Boende,CD,-0.2167,20.8667,72.07,93,100,0.22,overcast clouds
161,Kargasok,RU,59.0556,80.8572,60.75,98,72,8.39,broken clouds
162,Yanam,IN,16.7333,82.2167,78.31,89,95,0.81,overcast clouds
163,Mecca,SA,21.4267,39.8261,93.67,40,100,3.02,overcast clouds
164,Kutum,SD,14.2,24.6667,72.86,63,100,6.6,light rain
165,Jijiga,ET,9.35,42.8,67.26,53,55,13.94,broken clouds
166,Coahuayana,MX,18.7333,-103.6833,86.61,60,97,5.73,overcast clouds
167,Santo Amaro Da Imperatriz,BR,-27.6881,-48.7786,68.79,94,90,2.89,overcast clouds
168,Kavieng,PG,-2.5744,150.7967,82.38,74,56,16.26,broken clouds
169,Beringovskiy,RU,63.05,179.3167,47.43,90,78,5.23,broken clouds
170,Bend,US,44.0582,-121.3153,101.32,15,0,12.66,clear sky
171,Bandarbeyla,SO,9.4942,50.8122,76.37,82,9,31.27,clear sky
172,Clifton,US,40.8584,-74.1638,86.85,50,75,11.5,broken clouds
173,Cherskiy,RU,68.75,161.3,49.59,55,45,1.74,scattered clouds
174,Alice Springs,AU,-23.7,133.8833,26.15,74,0,4.61,clear sky
175,Lompoc,US,34.6391,-120.4579,87.69,72,1,10.0,clear sky
176,Hithadhoo,MV,-0.6,73.0833,81.93,75,100,11.56,light rain
177,Krasnovishersk,RU,60.4078,57.082,54.05,79,6,2.95,clear sky
178,Kenora,CA,49.8167,-94.4337,59.97,94,75,12.66,light intensity shower rain
179,Aykhal,RU,66.0,111.5,69.62,75,38,3.69,scattered clouds
180,Changanacheri,IN,9.4667,76.55,76.93,95,98,0.69,overcast clouds
181,Labuhan,ID,-6.8844,112.2051,75.6,88,38,5.86,scattered clouds
182,Rehoboth,NA,-23.3167,17.0833,57.78,19,6,6.53,clear sky
183,San Juan,AR,-31.5375,-68.5364,54.45,61,73,15.19,broken clouds
184,Darhan,MN,49.4867,105.9228,53.55,74,93,1.88,overcast clouds
185,Ankara,TR,39.9199,32.8543,77.2,32,0,6.29,clear sky
186,Zhanaozen,KZ,43.3,52.8,80.73,35,52,7.63,light rain
187,Hirara,JP,24.8,125.2833,84.76,75,11,10.94,few clouds
188,Darnah,LY,32.767,22.6367,78.69,83,0,15.35,clear sky
189,Udachnyy,RU,66.4167,112.4,70.88,74,53,2.53,broken clouds
190,Ikeda,JP,34.8221,135.4298,80.92,99,71,3.13,broken clouds
191,Pimentel,PE,-6.8367,-79.9342,65.71,79,69,16.44,broken clouds
192,Tarragona,ES,41.129,1.249,80.31,78,0,4.61,clear sky
193,Zhicheng,CN,30.2956,111.5047,75.02,96,73,3.85,broken clouds
194,Lasa,IT,46.6166,10.7002,60.37,90,34,1.21,scattered clouds
195,Sakaiminato,JP,35.55,133.2333,78.15,89,67,4.43,broken clouds
196,Tual,ID,-5.6667,132.75,78.8,85,48,23.55,scattered clouds
197,Tres Arroyos,AR,-38.3739,-60.2798,50.31,97,100,11.81,overcast clouds
198,Nabire,ID,-3.3667,135.4833,74.7,93,76,3.02,broken clouds
199,Harper,LR,4.375,-7.7169,75.34,78,99,11.63,overcast clouds
200,Airai,TL,-8.9266,125.4092,50.74,82,50,4.32,scattered clouds
201,North Platte,US,41.1239,-100.7654,86.11,46,64,1.99,broken clouds
202,Kununurra,AU,-15.7667,128.7333,60.78,41,25,6.91,scattered clouds
203,Chekhov,RU,55.1431,37.4711,69.69,95,75,2.53,broken clouds
204,Kimberley,ZA,-28.7323,24.7623,57.88,37,0,9.22,clear sky
205,Nikolskoye,RU,59.7035,30.7861,62.49,95,100,4.18,overcast clouds
206,Georgetown,MY,5.4112,100.3354,80.53,90,20,3.44,few clouds
207,Bengkulu,ID,-3.8004,102.2655,75.47,87,61,3.69,broken clouds
208,Marawi,PH,7.9986,124.2928,68.97,93,93,2.95,overcast clouds
209,Orumiyeh,IR,37.5527,45.0761,71.15,28,0,4.61,clear sky
210,Ossora,RU,59.2353,163.0719,55.71,74,100,7.74,overcast clouds
211,Ilulissat,GL,69.2167,-51.1,44.62,87,75,5.75,broken clouds
212,Padang,ID,-0.9492,100.3543,77.23,81,90,3.74,overcast clouds
213,Hoa Binh,VN,20.8133,105.3383,76.35,97,72,1.48,broken clouds
214,Portland,US,45.5234,-122.6762,95.86,42,18,4.0,few clouds
215,Bambous Virieux,MU,-20.3428,57.7575,70.21,78,56,12.35,broken clouds
216,Weligama,LK,5.9667,80.4167,75.42,91,96,7.25,overcast clouds
217,Vysokogornyy,RU,50.1167,139.15,58.44,95,21,1.36,few clouds
218,Karratha,AU,-20.7377,116.8463,67.73,49,3,8.48,clear sky
219,Meulaboh,ID,4.1363,96.1285,75.06,90,100,4.9,overcast clouds
220,Port Lincoln,AU,-34.7333,135.8667,49.78,86,86,8.32,overcast clouds
221,Ozinki,RU,51.1786,49.6769,72.5,58,88,5.23,overcast clouds
222,Fort Thomas,US,39.0751,-84.4472,85.82,80,100,9.22,overcast clouds
223,Faanui,PF,-16.4833,-151.75,79.07,73,22,22.1,light rain
224,Milkovo,RU,54.7167,158.6167,62.31,65,100,4.83,overcast clouds
225,Shipunovo,RU,52.1582,82.2173,60.82,77,71,8.75,broken clouds
226,Cozumel,MX,20.5083,-86.9458,82.99,80,100,11.01,overcast clouds
227,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,94.89,17,3,10.78,clear sky
228,Bonga,ET,7.2833,36.2333,59.81,99,98,1.1,light rain
229,Oeiras,BR,-7.0253,-42.1311,87.19,30,17,8.46,few clouds
230,Kochi,IN,9.9399,76.2602,77.02,92,98,3.65,light rain
231,Mendi,PG,-6.1761,143.6513,53.33,97,78,2.08,broken clouds
232,Fare,PF,-16.7,-151.0167,78.96,73,10,26.28,light rain
233,Nelson Bay,AU,-32.7167,152.15,51.01,84,7,10.0,clear sky
234,Erenhot,CN,43.6475,111.9767,72.34,30,3,6.67,clear sky
235,Paamiut,GL,61.994,-49.6678,42.58,94,46,16.04,scattered clouds
236,Dunedin,NZ,-45.8742,170.5036,43.81,92,100,4.0,overcast clouds
237,Zeya,RU,53.75,127.2667,67.5,98,100,3.4,overcast clouds
238,Port Hardy,CA,50.6996,-127.4199,68.36,77,66,8.34,broken clouds
239,Louth,GB,53.3666,-0.0044,63.77,57,100,13.71,overcast clouds
240,Macia,MZ,-25.0269,33.0989,60.01,85,0,5.48,clear sky
241,Quelimane,MZ,-17.8786,36.8883,62.44,76,0,3.49,clear sky
242,Rochester,US,43.1548,-77.6156,84.58,62,99,1.99,overcast clouds
243,Braganca Paulista,BR,-22.94,-46.5556,65.55,44,53,3.4,broken clouds
244,Pevek,RU,69.7008,170.3133,34.75,90,100,3.74,overcast clouds
245,Dahra,DZ,36.2546,0.8519,74.46,63,0,0.98,clear sky
246,Andenes,NO,69.3143,16.1194,48.18,93,75,14.97,broken clouds
247,Tutoia,BR,-2.7619,-42.2744,79.48,78,20,9.57,few clouds
248,Hargeysa,SO,9.56,44.065,74.01,43,62,23.04,broken clouds
249,Maarianhamina,AX,60.0973,19.9348,58.86,72,100,4.61,overcast clouds
250,Songjianghe,CN,42.1859,127.479,61.36,95,70,4.25,broken clouds
251,Sao Filipe,CV,14.8961,-24.4956,79.65,85,72,2.42,broken clouds
252,Comodoro Rivadavia,AR,-45.8667,-67.5,42.6,69,4,7.83,clear sky
253,Murray Bridge,AU,-35.1167,139.2667,51.12,90,58,3.74,broken clouds
254,Kazachinskoye,RU,57.6953,93.2761,56.41,93,100,3.62,overcast clouds
255,Manokwari,ID,-0.8667,134.0833,77.58,81,83,1.99,broken clouds
256,Esperance,AU,-33.8667,121.9,52.23,73,24,14.88,few clouds
257,Nouadhibou,MR,20.931,-17.0347,70.77,86,4,27.89,clear sky
258,Castro,BR,-24.7911,-50.0119,61.9,65,69,2.04,broken clouds
259,Asfi,MA,32.2994,-9.2372,70.38,82,0,19.51,clear sky
260,Gat,IL,31.61,34.7642,81.81,62,0,4.61,clear sky
261,Moerai,PF,-22.4333,-151.3333,71.82,68,65,24.49,broken clouds
262,Quatre Cocos,MU,-20.2078,57.7625,70.09,79,43,11.5,scattered clouds
263,Binga,ZW,-17.6203,27.3414,61.7,63,0,1.99,clear sky
264,Klaksvik,FO,62.2266,-6.589,52.72,90,100,11.97,overcast clouds
265,Clyde River,CA,70.4692,-68.5914,41.23,100,100,5.75,overcast clouds
266,Bahia De Caraquez,EC,-0.6,-80.4167,73.72,85,100,9.86,overcast clouds
267,Tarakan,ID,3.3,117.6333,78.3,94,100,2.3,overcast clouds
268,Haines Junction,CA,60.7522,-137.5108,52.81,59,100,4.92,overcast clouds
269,Shitanjing,CN,39.2342,106.3439,70.41,36,0,7.05,clear sky
270,Novobirilyussy,RU,56.9514,90.6661,57.83,85,98,2.39,overcast clouds
271,Tabio,CO,4.9173,-74.0936,58.6,81,96,2.21,overcast clouds
272,Waipawa,NZ,-41.4122,175.5153,50.02,91,100,5.5,moderate rain
273,Van,TR,38.4924,43.3831,68.72,31,0,2.06,clear sky
274,Inzer,RU,54.2167,57.5556,59.32,97,58,2.53,broken clouds
275,Iskateley,RU,67.6803,53.1512,61.54,65,74,11.5,broken clouds
276,Qom,IR,34.6401,50.8764,91.54,29,37,13.4,light rain
277,Machali,CL,-34.1833,-70.6667,51.26,86,100,2.86,overcast clouds
278,Alta Floresta,BR,-9.8756,-56.0861,90.39,23,6,3.15,clear sky
279,Talnakh,RU,69.4865,88.3972,56.08,65,54,6.55,broken clouds
280,Great Yarmouth,GB,52.6083,1.7305,63.95,70,100,10.78,overcast clouds
281,Lagoa,PT,39.05,-27.9833,72.39,86,80,11.23,broken clouds
282,Guaratuba,BR,-25.8828,-48.5747,70.09,89,45,4.38,scattered clouds
283,Teya,RU,60.3778,92.6267,59.32,79,99,2.42,overcast clouds
284,Bonthe,SL,7.5264,-12.505,74.95,90,100,6.76,light rain
285,Ust-Kut,RU,56.7938,105.7672,57.69,98,100,4.94,light rain
286,Longyearbyen,SJ,78.2186,15.6401,46.24,76,75,16.11,broken clouds
287,Luganville,VU,-15.5333,167.1667,80.13,81,75,4.99,broken clouds
288,Pangai,TO,-19.8,-174.35,76.3,68,11,16.8,few clouds
289,Luderitz,NA,-26.6481,15.1594,57.09,72,0,3.8,clear sky
290,Byron Bay,AU,-28.65,153.6167,50.94,65,100,7.58,overcast clouds
291,Reconquista,AR,-29.15,-59.65,80.33,50,41,7.92,scattered clouds
292,El Dorado,US,38.7666,-120.5177,97.63,31,44,1.99,scattered clouds
293,Kalmunai,LK,7.4167,81.8167,78.21,84,98,4.27,overcast clouds
294,Riyadh,SA,24.6877,46.7219,94.19,15,100,14.5,overcast clouds
295,Olinda,BR,-8.0089,-34.8553,75.97,78,54,9.24,broken clouds
296,Vardo,NO,70.3705,31.1107,60.78,82,40,14.97,scattered clouds
297,Geraldton,AU,-28.7667,114.6,57.61,67,100,10.36,overcast clouds
298,Huarmey,PE,-10.0681,-78.1522,67.19,74,6,12.55,clear sky
299,Ostrovnoy,RU,68.0531,39.5131,61.63,89,100,17.47,overcast clouds
300,Tessalit,ML,20.1986,1.0114,101.52,12,87,2.86,overcast clouds
301,Hobyo,SO,5.3505,48.5268,75.76,80,100,27.22,overcast clouds
302,Agnibilekrou,CI,7.1344,-3.2047,70.83,98,98,5.19,light rain
303,Mogadishu,SO,2.0371,45.3438,75.83,79,35,19.89,scattered clouds
304,Touros,BR,-5.1989,-35.4608,76.59,78,34,13.96,scattered clouds
305,Kormilovka,RU,55.0026,74.1028,69.24,59,100,7.38,overcast clouds
306,Den Helder,NL,52.9599,4.7593,59.97,70,100,7.0,overcast clouds
307,Ipixuna,BR,-1.7625,-48.8043,81.43,72,92,3.96,overcast clouds
308,Bezdan,RS,45.8502,18.9259,73.38,34,100,6.87,overcast clouds
309,Saint George,US,37.1041,-113.5841,98.44,35,16,4.0,few clouds
310,Half Moon Bay,US,37.4636,-122.4286,85.91,69,40,8.05,scattered clouds
311,Dodge City,US,37.7528,-100.0171,90.68,50,99,5.01,overcast clouds
312,Beloit,US,42.5084,-89.0318,84.29,60,75,16.11,broken clouds
313,Alice Town,BS,25.7167,-79.3,83.66,75,38,13.2,scattered clouds
314,Nome,US,64.5011,-165.4064,51.17,86,100,5.59,overcast clouds
315,Qaqortoq,GL,60.7167,-46.0333,43.47,83,36,4.03,scattered clouds
316,Akyab,MM,20.15,92.9,81.86,82,100,7.02,overcast clouds
317,Norman Wells,CA,65.282,-126.8329,67.48,38,98,0.6,overcast clouds
318,Ambanja,MG,-13.6833,48.45,70.36,89,93,1.21,light rain
319,Lujiang,CN,31.2581,117.2817,81.21,89,100,1.1,overcast clouds
320,Zelenogorskiy,RU,55.0333,87.0,54.28,91,8,1.99,clear sky
321,Bonavista,CA,48.6499,-53.1147,62.8,93,52,11.16,moderate rain
322,Dhidhdhoo,MV,6.8833,73.1,81.05,78,25,14.56,scattered clouds
323,Cabedelo,BR,-6.9811,-34.8339,75.52,79,26,11.9,scattered clouds
324,Vostok,RU,46.4856,135.8833,64.98,93,95,2.64,overcast clouds
325,Bourail,NC,-21.5667,165.4833,69.82,78,100,3.67,overcast clouds
326,Alugan,PH,12.2188,125.4808,77.14,92,100,6.06,overcast clouds
327,Peace River,CA,56.2501,-117.286,88.11,35,75,8.05,broken clouds
328,Sechura,PE,-5.5569,-80.8222,75.63,59,18,16.2,few clouds
329,Nuuk,GL,64.1835,-51.7216,45.88,81,40,10.36,scattered clouds
330,Jiuquan,CN,39.7432,98.5174,77.36,13,41,8.12,scattered clouds
331,Pontianak,ID,-0.0333,109.3333,76.98,94,75,2.3,broken clouds
332,Ziro,IN,27.6333,93.8333,59.38,98,97,0.25,overcast clouds
333,Bol,TD,13.4586,14.7147,77.11,83,99,17.4,overcast clouds
334,Ancud,CL,-41.8697,-73.8203,52.23,85,16,4.99,few clouds
335,Seminole,US,28.7086,-81.2081,96.51,52,20,1.99,few clouds
336,Kukushtan,RU,57.6464,56.4952,55.02,77,45,3.71,scattered clouds
337,Lorengau,PG,-2.0226,147.2712,81.99,76,33,9.71,scattered clouds
338,Brokopondo,SR,4.75,-55.1667,81.43,78,96,2.01,overcast clouds
339,Keti Bandar,PK,24.1447,67.4497,81.9,83,100,13.42,overcast clouds
340,Saint Anthony,US,45.0205,-93.218,83.34,46,29,4.0,scattered clouds
341,Yeniseysk,RU,58.4497,92.1703,54.18,94,50,2.98,scattered clouds
342,Tura,IN,25.5198,90.2201,75.29,88,95,3.69,overcast clouds
343,Mahonda,TZ,-6.45,39.4667,75.72,79,31,14.92,scattered clouds
344,Amahai,ID,-3.3333,128.9167,76.6,91,90,9.01,overcast clouds
345,Chapais,CA,49.7834,-74.8492,65.64,77,98,10.22,overcast clouds
346,Aitape,PG,-3.1374,142.3475,77.22,88,13,5.14,few clouds
347,San Rafael Del Sur,NI,11.8485,-86.4384,85.55,63,73,4.36,broken clouds
348,Knysna,ZA,-34.0363,23.0471,55.15,83,0,5.61,clear sky
